"distribution","sample_size","replications","method","global_ise","global_squared_bias","global_variance","left_ise","left_squared_bias","left_variance","right_ise","right_squared_bias","right_variance","lower_accuracy","upper_accuracy","lower_finite_rate","upper_finite_rate","minimum_density","maximum_mass_error"
"beta-0.75-0.75",1000,100,"kde-current",0.00988648152079718,0.00273966149466241,0.00714682002613477,0.00460950574110299,0.00138524004010197,0.00322426570100101,0.00442155731559371,0.00134556387167816,0.00307599344391555,NA,NA,NA,NA,0.163655037117267,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"single-95",0.0107405089864702,0.00286916198635601,0.00787134700011416,0.00499918531901173,0.0014468169621687,0.00355236835684303,0.00487935167031932,0.00141164183742496,0.00346770983289435,0.87,0.88,0.13,0.12,0.7863851245034,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"single-1.5-95",0.0102870666247854,0.00278567543416402,0.00750139119062134,0.00471646598499695,0.00139127994492352,0.00332518604007342,0.00471221266704946,0.00138465804761353,0.00332755461943593,0.92,0.91,0.08,0.09,0.639857430838072,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"single-2-95",0.010256687005928,0.00279203515035173,0.00746465185557625,0.00479655616738681,0.0014232208918276,0.00337333527555921,0.00460189663488603,0.00135933149427092,0.00324256514061511,0.91,0.94,0.09,0.06,0.639857430838072,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"median-90",0.0113341946744834,0.00303692624943848,0.00829726842504488,0.00552601607198135,0.00161612956839203,0.00390988650358932,0.0049441561729981,0.00140943241263818,0.00353472376035992,0.77,0.85,0.23,0.15,0.639857430838072,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"vote-90",0.0113341946744834,0.00303692624943848,0.00829726842504488,0.00552601607198135,0.00161612956839203,0.00390988650358932,0.0049441561729981,0.00140943241263818,0.00353472376035992,0.77,0.85,0.23,0.15,0.639857430838072,1.11022302462516e-16
"beta-0.75-0.75",1000,100,"vote-95",0.0127905333626411,0.00350784384396239,0.00928268951867866,0.00628801233826839,0.00189437702781669,0.00439363531045169,0.00563172873977056,0.00159931848395278,0.00403241025581779,0.66,0.74,0.34,0.26,0.7863851245034,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"kde-current",0.00684077886201357,0.00270665655031356,0.00413412231170002,0.00304691730201407,0.0013214906725532,0.00172542662946087,0.00332276610510772,0.00136989453476547,0.00195287157034225,NA,NA,NA,NA,0.37705599508214,2.22044604925031e-16
"beta-0.75-0.75",2000,100,"single-95",0.00772900065720123,0.00299776559822408,0.00473123505897715,0.00352806248353887,0.00141371011658039,0.00211435236695848,0.0037271196112084,0.00156706684549027,0.00216005276571813,0.88,0.86,0.12,0.14,0.793775176927469,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"single-1.5-95",0.00713066662475509,0.0027464281638779,0.00438423846087719,0.00318155231896237,0.00133992409120143,0.00184162822776094,0.00347775798206784,0.00139074625748771,0.00208701172458013,0.94,0.93,0.06,0.07,0.793775176927469,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"single-2-95",0.00706075203244803,0.00273322696679824,0.00432752506564979,0.003194836709572,0.00134366972475958,0.00185116698481242,0.00339375219571971,0.00137397305064016,0.00201977914507954,0.94,0.96,0.06,0.04,0.37705599508214,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"median-90",0.0075581872325074,0.0028437896946846,0.0047143975378228,0.0034810219983618,0.00140846040120306,0.00207256159715873,0.00360446463231341,0.00141899086237187,0.00218547376994154,0.88,0.9,0.12,0.1,0.793775176927469,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"vote-90",0.00756867245068476,0.00285026956433839,0.00471840288634637,0.00348103301206084,0.00140849467309012,0.00207253833897071,0.00361509248622447,0.00142545271887366,0.00218963976735082,0.88,0.91,0.12,0.09,0.37705599508214,1.11022302462516e-16
"beta-0.75-0.75",2000,100,"vote-95",0.00871945752096456,0.00320121654235764,0.00551824097860691,0.00416036224794122,0.00162157367055352,0.0025387885773877,0.00408287571203191,0.0015617130318416,0.00252116268019031,0.77,0.82,0.23,0.18,0.793775176927469,1.11022302462516e-16
